place_id,place_name,review_id,name,reviewer_profile,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSUN2Z3BMc3pnRRAB,Zhuang Xuefang,https://www.google.com/maps/contrib/118288002123654496462/reviews?entry=ttu,5,It is better than the Raffles outlet. I had a bad experience over at Raffles outlet.,a week ago,2024-12-10T14:50:20,,,,0,107,298,1,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSUN2M051Ty1RRRAB,Erika Taguchi,https://www.google.com/maps/contrib/113043959299412971466/reviews?entry=ttu,1,,a week ago,2024-12-10T14:50:20,,,,0,2,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSUN2b0s2X0NnEAE,Rachel Kim,https://www.google.com/maps/contrib/116622658113168312021/reviews?entry=ttu,4,"My second favourite VA Club! Staff members very friendly and always Welcomed us and greeted us with a big smile (really unlike the other outlets like Marina one). The gym floor is spacious and nice and my favourite reformer pilates class is by Fay. The best pilates instructor so far. Very experienced and guided us very well unlike other instructors who just give verbal cues and not help u fix your form etc.

Improvements:
- However I think the showers have to be improved. The flooding in the female toilets is quite disgusting.
- The shampoo and conditioner is also quite damaging to my hair. Considering the amount we pay I think it'll be good to invest in better quality shampoo and conditioners.
- Sometimes the towels are pretty nasty with some stains on them and they look very used.
- The VA membership has some discounts but it's very limited and not appealing. As someone who comes on the weekends for gym, discount partnerships with the restaurants like Rappu and featherblade are unavailable from Fri-sun. Which is quite sad... also the restaurant Goho has been closed for many months now. Please update the discount list and would like to suggest to bring in other trendier places. 10% discount is quite sad honestly. Suggestions to partner with acai affair/summer acai/more salad places/sbcd house or any other eateries nearby. Can also partner with like activewear brands like gymshark/alphalete/csb/lululemon. Or other local brands. Suggestions to bring in discount for bulk protein bars or protein powder purchases etc",a week ago,2024-12-10T14:50:20,,,,0,1,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSURQbC0ya0FREAE,Stephanie K,https://www.google.com/maps/contrib/107939482894111323855/reviews?entry=ttu,5,"The nicest gym I've ever been to. I love that they have Hyperice massage guns, a sauna, and lots of space.

Isaac, at the front desk has awesome customer service skills (super helpful!) and Justine, who signed me up was also a great sales person who followed up with me, but wasn't high pressure.",a week ago,2024-12-10T14:50:20,,,,0,71,9,1,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSUNQb2ZuckdnEAE,Cinnoman Bunss,https://www.google.com/maps/contrib/115603549539434424310/reviews?entry=ttu,1,Have had rude encounters with the staff time and time again even after contacting customers service.They have been nth but hostile and the treatment compared to other outlets are simply baffling!,3 weeks ago,2024-11-26T14:50:20,,,,2,3,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSUMzaHNTRXJBRRAB,keith liew,https://www.google.com/maps/contrib/111361956665257787480/reviews?entry=ttu,1,"Been a member for a few months now.

The Club at Tanjong Pagar is poorly managed.

Cleanliness of the male shower room is disgusting.

The scheduling of the cleaner in the changing and shower area is always at peak hours.

They often (9 out of 10 times) run out of L size attire and socks during weekdays before 11 am their scheduled delivery time for next batch of clothing.

The cold plunge is down for at least 2 weeks.

Overall it's a nice facilities at Tanjong Pagar but it's POORLY managed compared to the other locations like Marina One.

Terrible especially when it's supposed to be the more expensive club.",a month ago,2024-11-17T14:50:20,,,,2,2,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSURYaF9mRm5nRRAB,Isabel,https://www.google.com/maps/contrib/102194637934404192886/reviews?entry=ttu,1,"I arrived only three minutes late for a class, well within the five-minute grace period. I was allowed to check in at the front desk, but when I arrived at the studio, the trainer refused to let me join, stating, ""the class has started,"" and ignoring my attempts to clarify. He completely ignored me and turned to others by saying ""let's continue"". This inconsistent approach is both frustrating and unprofessional, especially when the club's own check-in policies were followed.

Having been a member with Fitness First and Pure Fitness, I have never encountered this level of disregard. Choosing to trust Virgin Active for a top-tier experience now feels like a significant mistake, and I am concerned this behavior may be a recurring issue after reading other reviews here.

I'd like to have response from Virgin Active with details on how this will be addressed to ensure a respectful and inclusive environment that aligns with Virgin Active's brand values.",a month ago,2024-11-17T14:50:20,,,,4,7,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSURYM2ZmcXhBRRAB,YC L,https://www.google.com/maps/contrib/107720133296257454433/reviews?entry=ttu,5,"I had a fantastic experience at Virgin Active Tj. Pagar, thanks in large part to the exceptional service provided by Justine. She was incredibly attentive, ensuring that my trial session was informative and enjoyable. Shes been helpful in assisting me make a decision to join the gym.

The gym itself is well-equipped with newer machines and a clean environment. The classes are well-organized, I particularly appreciate the minimal setup required for classes, making it easy to join in.

I highly recommend VA to anyone looking for a top-notch gym experience.",a month ago,2024-11-17T14:50:20,,,,1,93,145,1,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSURuemFhV2J3EAE,Wesley Tan,https://www.google.com/maps/contrib/116701664613431418220/reviews?entry=ttu,1,ken is a horrible instructor,2 months ago,2024-10-17T14:50:20,"Hi Wesley,



We are sorry to hear of your negative experience. We take member feedback seriously and are keen to get in touch with you to find out how we can support. We would appreciate if you could send us an email at tanjong@virginactive.com.sg so that we can reach out. Hope to hear from you soon!",2 months ago,2024-10-17T14:50:20,2,12,3,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChdDSUhNMG9nS0VJQ0FnSUNkcVpHdmp3RRAB,Caoimhe Te,https://www.google.com/maps/contrib/102947553691698777573/reviews?entry=ttu,5,"Love it. Can't wait to see it post renovations.

----
Update in September 2024.

Love it post renovations.

I don't normally do Pilates but I have noticed that in this outlet the sheer amount of reformer beds in one setting isn't enough for 1 instructor. Unless all the attendees are seasoned Pilates goers.

They have many non official certified Pilates instructors too which sometimes translate to interesting classes...

To many beds per instructor means not enough time/concentration to correct everyone's postures and I can see injuries waiting to happen.",2 months ago,2024-10-17T14:50:20,"Hi Caoimhe,



Thank you for your feedback, and we are super happy to hear you are having a good experience with us. We will share this feedback with the rest of the team, and look forward to seeing you in the club soon!",9 months ago,2024-03-17T14:50:20,0,153,58,1,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSURiX09hT0N3EAE,Billy B,https://www.google.com/maps/contrib/113459292398479608051/reviews?entry=ttu,1,"Dealt with Justine. Insincere and incompetent. A gym membership is such a basic product but she can OFFER something and FAIL to deliver. And I'm not even sure if she realises what happens. Thus I rather warn others who are joining rather than sort this out with the gym, absolute waste of my time",2 months ago,2024-10-17T14:50:20,"Hi Billy,



Thank you for the positive review on Justine, we are really happy that you feel supported and that you are having a great experience with us. We will be sure to celebrate this feedback with Justine and the rest of the team, and look forward to seeing you in the club soon!",4 months ago,2024-08-17T14:50:20,2,7,,,,
ChIJVRohFxMZ2jERTEDZvr2ZecY,Virgin Active Tanjong Pagar,ChZDSUhNMG9nS0VJQ0FnSURIdDhEVmR3EAE,Aaron Tan,https://www.google.com/maps/contrib/112099300113694271156/reviews?entry=ttu,5,"My second home. Friendly atmosphere. Great staff, sleep pods, and good gym equipment. Plenty of places to rest, relax, or exercise hard to your liking.",2 months ago,2024-10-17T14:50:20,"Hi Aaron,



Thank you for the positive feedback! We are really happy to hear you are enjoying the club, our service, and facilities. We will be sure to celebrate this feedback with the team, and looking forward to seeing you in the club again soon!",2 months ago,2024-10-17T14:50:20,0,15,16,1,,
